source_entity_id,target_entity_id,relationship_type,confidence,created_at
task-51,task-87,blocks,0.89,2025-01-05T22:23:00
task-54,task-107,blocks,0.84,2025-01-05T22:24:00
task-163,task-174,depends_on,0.63,2025-01-05T22:25:00
task-4,task-50,blocks,0.79,2025-01-05T22:26:00
proj-3,task-83,depends_on,0.75,2025-01-05T22:27:00
task-92,task-184,depends_on,0.72,2025-01-05T22:28:00
proj-5,task-89,depends_on,0.88,2025-01-05T22:29:00
proj-31,task-16,depends_on,0.72,2025-01-05T22:30:00
task-163,task-213,depends_on,0.88,2025-01-05T22:31:00
task-107,task-144,blocks,0.69,2025-01-05T22:32:00
task-24,task-200,blocks,0.78,2025-01-05T22:33:00
task-147,task-168,depends_on,0.9,2025-01-05T22:34:00
task-67,task-82,blocks,0.81,2025-01-05T22:35:00
task-141,task-226,blocks,0.97,2025-01-05T22:36:00
proj-31,task-13,blocks,0.83,2025-01-05T22:37:00
task-32,task-40,depends_on,0.94,2025-01-05T22:38:00
task-15,task-182,blocks,0.89,2025-01-05T22:39:00
task-2,task-206,depends_on,0.92,2025-01-05T22:40:00
task-23,task-188,depends_on,0.78,2025-01-05T22:41:00
proj-29,task-242,depends_on,0.87,2025-01-05T22:42:00
proj-11,task-113,depends_on,0.7,2025-01-05T22:43:00
proj-1,task-67,blocks,0.62,2025-01-05T22:44:00
proj-32,task-132,blocks,0.97,2025-01-05T22:45:00
proj-35,task-197,blocks,0.71,2025-01-05T22:46:00
task-25,task-48,depends_on,0.75,2025-01-05T22:47:00
task-151,task-185,depends_on,0.75,2025-01-05T22:48:00
task-24,task-232,depends_on,0.65,2025-01-05T22:49:00
task-157,task-231,blocks,0.89,2025-01-05T22:50:00
proj-1,task-70,blocks,0.99,2025-01-05T22:51:00
task-193,task-234,depends_on,0.81,2025-01-05T22:52:00
task-73,task-82,depends_on,0.74,2025-01-05T22:53:00
task-52,task-97,blocks,0.61,2025-01-05T22:54:00
proj-8,task-170,blocks,0.68,2025-01-05T22:55:00
proj-17,task-7,depends_on,0.84,2025-01-05T22:56:00
proj-24,task-81,blocks,0.76,2025-01-05T22:57:00
task-75,task-232,blocks,0.9,2025-01-05T22:58:00
proj-28,task-27,depends_on,0.69,2025-01-05T22:59:00
task-119,task-120,blocks,0.72,2025-01-05T23:00:00
task-29,task-222,blocks,0.77,2025-01-05T23:01:00
proj-31,task-96,blocks,0.85,2025-01-05T23:02:00
task-174,task-240,depends_on,0.62,2025-01-05T23:03:00
task-132,task-151,depends_on,0.88,2025-01-05T23:04:00
task-32,task-165,depends_on,0.75,2025-01-05T23:05:00
task-198,task-231,blocks,0.94,2025-01-05T23:06:00
task-29,task-109,depends_on,0.97,2025-01-05T23:07:00
task-167,task-243,depends_on,0.82,2025-01-05T23:08:00
task-24,task-154,blocks,0.7,2025-01-05T23:09:00
proj-40,task-125,depends_on,0.94,2025-01-05T23:10:00
task-3,task-230,blocks,0.62,2025-01-05T23:11:00
proj-20,task-149,blocks,0.68,2025-01-05T23:12:00
task-67,task-242,depends_on,0.68,2025-01-05T23:13:00
task-111,task-126,blocks,0.68,2025-01-05T23:14:00
task-16,task-53,depends_on,0.97,2025-01-05T23:15:00
task-60,task-159,blocks,0.82,2025-01-05T23:16:00
task-100,task-150,depends_on,0.81,2025-01-05T23:17:00
task-113,task-139,depends_on,0.74,2025-01-05T23:18:00
task-194,task-210,blocks,0.92,2025-01-05T23:19:00
task-119,task-196,blocks,0.75,2025-01-05T23:20:00
proj-23,task-167,blocks,0.9,2025-01-05T23:21:00
proj-8,task-89,depends_on,0.72,2025-01-05T23:22:00
task-56,task-124,blocks,0.75,2025-01-05T23:23:00
task-81,task-211,depends_on,0.7,2025-01-05T23:24:00
task-206,task-207,depends_on,0.67,2025-01-05T23:25:00
task-42,task-136,blocks,0.89,2025-01-05T23:26:00
task-50,task-206,blocks,0.81,2025-01-05T23:27:00
proj-24,proj-38,blocks,0.76,2025-01-05T23:28:00
proj-34,task-74,blocks,0.6,2025-01-05T23:29:00
task-189,task-214,depends_on,0.62,2025-01-05T23:30:00
task-203,task-205,blocks,0.6,2025-01-05T23:31:00
risk-0,task-217,threatens,0.71,2025-01-05T04:42:00
risk-1,init-3,threatens,0.76,2025-01-05T04:43:00
risk-2,task-75,threatens,0.77,2025-01-05T04:44:00
risk-3,task-81,threatens,0.51,2025-01-05T04:45:00
risk-4,task-155,threatens,0.9,2025-01-05T04:46:00
risk-5,task-26,threatens,0.55,2025-01-05T04:47:00
risk-6,proj-29,threatens,0.76,2025-01-05T04:48:00
risk-7,task-58,threatens,0.6,2025-01-05T04:49:00
risk-8,task-204,threatens,0.63,2025-01-05T04:50:00
risk-9,task-116,threatens,0.63,2025-01-05T04:51:00
risk-10,task-138,threatens,0.54,2025-01-05T04:52:00
risk-11,task-142,threatens,0.73,2025-01-05T04:53:00
risk-12,task-59,threatens,1.0,2025-01-05T04:54:00
risk-13,task-50,threatens,0.65,2025-01-05T04:55:00
risk-14,proj-21,threatens,0.83,2025-01-05T04:56:00
risk-15,init-11,threatens,0.55,2025-01-05T04:57:00
risk-16,task-129,threatens,0.69,2025-01-05T04:58:00
risk-17,task-178,threatens,0.53,2025-01-05T04:59:00
risk-18,goal-4,threatens,0.85,2025-01-05T05:00:00
risk-19,proj-22,threatens,0.75,2025-01-05T05:01:00
